,Date,T10Y2Y
1062,2014-05-16,2.14
1063,2014-05-23,2.17
1064,2014-05-30,2.11
1065,2014-06-06,2.19
1066,2014-06-13,2.15
1067,2014-06-20,2.13
1068,2014-06-27,2.09
1069,2014-07-04,2.13
1070,2014-07-11,2.05
1071,2014-07-18,1.99
1072,2014-07-25,1.95
1073,2014-08-01,2.05
1074,2014-08-08,1.99
1075,2014-08-15,1.92
1076,2014-08-22,1.87
1077,2014-08-29,1.87
1078,2014-09-05,1.94
1079,2014-09-12,2.04
1080,2014-09-19,2.0
1081,2014-09-26,1.95
1082,2014-10-03,1.88
1083,2014-10-10,1.86
1084,2014-10-17,1.83
1085,2014-10-24,1.88
1086,2014-10-31,1.85
1087,2014-11-07,1.81
1088,2014-11-14,1.78
1089,2014-11-21,1.78
1090,2014-11-28,1.71
1091,2014-12-05,1.66
1092,2014-12-12,1.54
1093,2014-12-19,1.5
1094,2014-12-26,1.52
1095,2015-01-02,1.46
1096,2015-01-09,1.39
1097,2015-01-16,1.34
1098,2015-01-23,1.29
1099,2015-01-30,1.21
1100,2015-02-06,1.3
1101,2015-02-13,1.36
1102,2015-02-20,1.46
1103,2015-02-27,1.37
1104,2015-03-06,1.51
1105,2015-03-13,1.45
1106,2015-03-20,1.33
1107,2015-03-27,1.37
1108,2015-04-03,1.36
1109,2015-04-10,1.39
1110,2015-04-17,1.36
1111,2015-04-24,1.39
1112,2015-05-01,1.52
1113,2015-05-08,1.57
1114,2015-05-15,1.59
1115,2015-05-22,1.57
1116,2015-05-29,1.51
1117,2015-06-05,1.68
1118,2015-06-12,1.65
1119,2015-06-19,1.61
1120,2015-06-26,1.77
1121,2015-07-03,1.76
1122,2015-07-10,1.77
1123,2015-07-17,1.66
1124,2015-07-24,1.57
1125,2015-07-31,1.53
1126,2015-08-07,1.45
1127,2015-08-14,1.47
1128,2015-08-21,1.41
1129,2015-08-28,1.47
1130,2015-09-04,1.42
1131,2015-09-11,1.49
1132,2015-09-18,1.44
1133,2015-09-25,1.47
1134,2015-10-02,1.41
1135,2015-10-09,1.47
1136,2015-10-16,1.43
1137,2015-10-23,1.43
1138,2015-10-30,1.41
1139,2015-11-06,1.44
1140,2015-11-13,1.42
1141,2015-11-20,1.33
1142,2015-11-27,1.3
1143,2015-12-04,1.32
1144,2015-12-11,1.25
1145,2015-12-18,1.22
1146,2015-12-25,1.22
1147,2016-01-01,1.21
1148,2016-01-08,1.19
1149,2016-01-15,1.18
1150,2016-01-22,1.19
1151,2016-01-29,1.18
1152,2016-02-05,1.12
1153,2016-02-12,1.03
1154,2016-02-19,1.0
1155,2016-02-26,0.96
1156,2016-03-04,1.0
1157,2016-03-11,1.01
1158,2016-03-18,1.04
1159,2016-03-25,1.02
1160,2016-04-01,1.03
1161,2016-04-08,1.02
1162,2016-04-15,1.02
1163,2016-04-22,1.05
1164,2016-04-29,1.06
1165,2016-05-06,1.05
1166,2016-05-13,0.95
1167,2016-05-20,0.96
1168,2016-05-27,0.95
1169,2016-06-03,0.93
1170,2016-06-10,0.91
1171,2016-06-17,0.92
1172,2016-06-24,0.93
1173,2016-07-01,0.87
1174,2016-07-08,0.76
1175,2016-07-15,0.89
1176,2016-07-22,0.86
1177,2016-07-29,0.79
1178,2016-08-05,0.87
1179,2016-08-12,0.8
1180,2016-08-19,0.82
1181,2016-08-26,0.78
1182,2016-09-02,0.8
1183,2016-09-09,0.88
1184,2016-09-16,0.93
1185,2016-09-23,0.85
1186,2016-09-30,0.83
1187,2016-10-07,0.9
1188,2016-10-14,0.96
1189,2016-10-21,0.9
1190,2016-10-28,1.0
1191,2016-11-04,0.99
1192,2016-11-11,1.23
1193,2016-11-18,1.27
1194,2016-11-25,1.24
1195,2016-12-02,1.29
1196,2016-12-09,1.32
1197,2016-12-16,1.32
1198,2016-12-23,1.33
1199,2016-12-30,1.25
1200,2017-01-06,1.2
1201,2017-01-13,1.19
1202,2017-01-20,1.28
1203,2017-01-27,1.27
1204,2017-02-03,1.28
1205,2017-02-10,1.21
1206,2017-02-17,1.21
1207,2017-02-24,1.19
1208,2017-03-03,1.17
1209,2017-03-10,1.22
1210,2017-03-17,1.17
1211,2017-03-24,1.14
1212,2017-03-31,1.13
1213,2017-04-07,1.09
1214,2017-04-14,1.03
1215,2017-04-21,1.04
1216,2017-04-28,1.01
1217,2017-05-05,1.04
1218,2017-05-12,1.04
1219,2017-05-19,0.95
1220,2017-05-26,0.95
1221,2017-06-02,0.87
1222,2017-06-09,0.86
1223,2017-06-16,0.84
1224,2017-06-23,0.81
1225,2017-06-30,0.93
1226,2017-07-07,0.99
1227,2017-07-14,0.98
1228,2017-07-21,0.88
1229,2017-07-28,0.96
1230,2017-08-04,0.91
1231,2017-08-11,0.89
1232,2017-08-18,0.86
1233,2017-08-25,0.82
1234,2017-09-01,0.81
1235,2017-09-08,0.79
1236,2017-09-15,0.81
1237,2017-09-22,0.8
1238,2017-09-29,0.86
1239,2017-10-06,0.83
1240,2017-10-13,0.77
1241,2017-10-20,0.79
1242,2017-10-27,0.83
1243,2017-11-03,0.71
1244,2017-11-10,0.73
1245,2017-11-17,0.62
1246,2017-11-24,0.59
1247,2017-12-01,0.59
1248,2017-12-08,0.58
1249,2017-12-15,0.51
1250,2017-12-22,0.57
1251,2017-12-29,0.51
1252,2018-01-05,0.51
1253,2018-01-12,0.56
1254,2018-01-19,0.58
1255,2018-01-26,0.53
1256,2018-02-02,0.69
1257,2018-02-09,0.78
1258,2018-02-16,0.66
1259,2018-02-23,0.63
1260,2018-03-02,0.61
1261,2018-03-09,0.63
1262,2018-03-16,0.54
1263,2018-03-23,0.54
1264,2018-03-30,0.47
1265,2018-04-06,0.5
1266,2018-04-13,0.45
1267,2018-04-20,0.5
1268,2018-04-27,0.47
1269,2018-05-04,0.44
1270,2018-05-11,0.43
1271,2018-05-18,0.51
1272,2018-05-25,0.45
1273,2018-06-01,0.42
1274,2018-06-08,0.43
1275,2018-06-15,0.38
1276,2018-06-22,0.34
1277,2018-06-29,0.33
1278,2018-07-06,0.29
1279,2018-07-13,0.24
1280,2018-07-20,0.29
1281,2018-07-27,0.29
1282,2018-08-03,0.32
1283,2018-08-10,0.26
1284,2018-08-17,0.26
1285,2018-08-24,0.19
1286,2018-08-31,0.24
1287,2018-09-07,0.23
1288,2018-09-14,0.21
1289,2018-09-21,0.26
1290,2018-09-28,0.24
1291,2018-10-05,0.35
1292,2018-10-12,0.3
1293,2018-10-19,0.28
1294,2018-10-26,0.27
1295,2018-11-02,0.31
1296,2018-11-09,0.25
1297,2018-11-16,0.27
1298,2018-11-23,0.24
1299,2018-11-30,0.21
1300,2018-12-07,0.13
1301,2018-12-14,0.16
1302,2018-12-21,0.16
1303,2018-12-28,0.2
1304,2019-01-04,0.17
1305,2019-01-11,0.16
1306,2019-01-18,0.17
1307,2019-01-25,0.16
1308,2019-02-01,0.18
1309,2019-02-08,0.18
1310,2019-02-15,0.14
1311,2019-02-22,0.17
1312,2019-03-01,0.21
1313,2019-03-08,0.17
1314,2019-03-15,0.16
1315,2019-03-22,0.13
1316,2019-03-29,0.14
1317,2019-04-05,0.15
1318,2019-04-12,0.16
1319,2019-04-19,0.19
1320,2019-04-26,0.23
1321,2019-05-03,0.21
1322,2019-05-10,0.21
1323,2019-05-17,0.19
1324,2019-05-24,0.16
1325,2019-05-31,0.19
1326,2019-06-07,0.24
1327,2019-06-14,0.25
1328,2019-06-21,0.3
1329,2019-06-28,0.25
1330,2019-07-05,0.17
1331,2019-07-12,0.28
1332,2019-07-19,0.25
1333,2019-07-26,0.22
1334,2019-08-02,0.14
1335,2019-08-09,0.11
1336,2019-08-16,0.07
1337,2019-08-23,0.01
1338,2019-08-30,0.0
1339,2019-09-06,0.02
1340,2019-09-13,0.11
1341,2019-09-20,0.05
1342,2019-09-27,0.06
1343,2019-10-04,0.12
1344,2019-10-11,0.13
1345,2019-10-18,0.18
1346,2019-10-25,0.17
1347,2019-11-01,0.17
1348,2019-11-08,0.26
1349,2019-11-15,0.23
1350,2019-11-22,0.16
1351,2019-11-29,0.17
1352,2019-12-06,0.23
1353,2019-12-13,0.21
1354,2019-12-20,0.29
1355,2019-12-27,0.29
1356,2020-01-03,0.27
1357,2020-01-10,0.27
1358,2020-01-17,0.26
1359,2020-01-24,0.21
1360,2020-01-31,0.18
1361,2020-02-07,0.18
1362,2020-02-14,0.17
1363,2020-02-21,0.12
1364,2020-02-28,0.27
1365,2020-03-06,0.25
1366,2020-03-13,0.45
1367,2020-03-20,0.55
1368,2020-03-27,0.47
1369,2020-04-03,0.39
1370,2020-04-10,0.5
1371,2020-04-17,0.45
1372,2020-04-24,0.38
1373,2020-05-01,0.44
1374,2020-05-08,0.53
1375,2020-05-15,0.48
1376,2020-05-22,0.49
1377,2020-05-29,0.49
1378,2020-06-05,0.69
1379,2020-06-12,0.52
1380,2020-06-19,0.51
1381,2020-06-26,0.47
1382,2020-07-03,0.52
1383,2020-07-10,0.49
1384,2020-07-17,0.5
1385,2020-07-24,0.45
1386,2020-07-31,0.44
1387,2020-08-07,0.44
1388,2020-08-14,0.57
1389,2020-08-21,0.48
1390,2020-08-28,0.6
1391,2020-09-04,0.58
1392,2020-09-11,0.54
1393,2020-09-18,0.56
1394,2020-09-25,0.54
1395,2020-10-02,0.57
1396,2020-10-09,0.63
1397,2020-10-16,0.62
1398,2020-10-23,0.67
1399,2020-10-30,0.74
1400,2020-11-06,0.67
1401,2020-11-13,0.72
1402,2020-11-20,0.67
1403,2020-11-27,0.68
1404,2020-12-04,0.81
1405,2020-12-11,0.79
1406,2020-12-18,0.82
1407,2020-12-25,0.81
1408,2021-01-01,0.8
1409,2021-01-08,0.99
1410,2021-01-15,0.98
1411,2021-01-22,0.97
1412,2021-01-29,1.0
1413,2021-02-05,1.1
1414,2021-02-12,1.09
1415,2021-02-19,1.23
1416,2021-02-26,1.3
1417,2021-03-05,1.42
1418,2021-03-12,1.5
1419,2021-03-19,1.58
1420,2021-03-26,1.53
1421,2021-04-02,1.53
1422,2021-04-09,1.51
1423,2021-04-16,1.43
1424,2021-04-23,1.42
1425,2021-04-30,1.49
1426,2021-05-07,1.46
1427,2021-05-14,1.47
1428,2021-05-21,1.46
1429,2021-05-28,1.44
1430,2021-06-04,1.42
1431,2021-06-11,1.31
1432,2021-06-18,1.19
1433,2021-06-25,1.26
1434,2021-07-02,1.2
1435,2021-07-09,1.14
1436,2021-07-16,1.06
1437,2021-07-23,1.08
1438,2021-07-30,1.05
1439,2021-08-06,1.1
1440,2021-08-13,1.06
1441,2021-08-20,1.03
1442,2021-08-27,1.09
1443,2021-09-03,1.12
1444,2021-09-10,1.12
1445,2021-09-17,1.14
1446,2021-09-24,1.18
1447,2021-10-01,1.21
1448,2021-10-08,1.29
1449,2021-10-15,1.18
1450,2021-10-22,1.18
1451,2021-10-29,1.07
1452,2021-11-05,1.06
1453,2021-11-12,1.05
1454,2021-11-19,1.02
1455,2021-11-26,0.98
1456,2021-12-03,0.75
1457,2021-12-10,0.81
1458,2021-12-17,0.75
1459,2021-12-24,0.79
1460,2021-12-31,0.79
1461,2022-01-07,0.89
1462,2022-01-14,0.79
1463,2022-01-21,0.74
1464,2022-01-28,0.63
1465,2022-02-04,0.62
1466,2022-02-11,0.42
1467,2022-02-18,0.45
1468,2022-02-25,0.42
1469,2022-03-04,0.24
1470,2022-03-11,0.25
1471,2022-03-18,0.17
1472,2022-03-25,0.18
1473,2022-04-01,-0.05
1474,2022-04-08,0.19
1475,2022-04-15,0.36
1476,2022-04-22,0.18
1477,2022-04-29,0.19
1478,2022-05-06,0.4
1479,2022-05-13,0.32
1480,2022-05-20,0.18
1481,2022-05-27,0.27
1482,2022-06-03,0.3
1483,2022-06-10,0.09
1484,2022-06-17,0.08
1485,2022-06-24,0.09
1486,2022-07-01,0.04
1487,2022-07-08,-0.03
1488,2022-07-15,-0.2
1489,2022-07-22,-0.21
1490,2022-07-29,-0.22
1491,2022-08-05,-0.41
1492,2022-08-12,-0.41
1493,2022-08-19,-0.27
1494,2022-08-26,-0.33
1495,2022-09-02,-0.2
1496,2022-09-09,-0.23
1497,2022-09-16,-0.4
1498,2022-09-23,-0.51
1499,2022-09-30,-0.39
1500,2022-10-07,-0.41
1501,2022-10-14,-0.48
1502,2022-10-21,-0.28
1503,2022-10-28,-0.39
1504,2022-11-04,-0.49
1505,2022-11-11,-0.52
1506,2022-11-18,-0.69
1507,2022-11-25,-0.74
1508,2022-12-02,-0.77
1509,2022-12-09,-0.76
1510,2022-12-16,-0.69
1511,2022-12-23,-0.56
1512,2022-12-30,-0.53
1513,2023-01-06,-0.69
1514,2023-01-13,-0.73
1515,2023-01-20,-0.66
1516,2023-01-27,-0.67
1517,2023-02-03,-0.77
1518,2023-02-10,-0.76
1519,2023-02-17,-0.78
1520,2023-02-24,-0.83
1521,2023-03-03,-0.89
1522,2023-03-10,-0.9
1523,2023-03-17,-0.42
1524,2023-03-24,-0.38
1525,2023-03-31,-0.58
1526,2023-04-07,-0.58
1527,2023-04-14,-0.56
1528,2023-04-21,-0.6
1529,2023-04-28,-0.6
1530,2023-05-05,-0.48
1531,2023-05-12,-0.52
1532,2023-05-19,-0.58
1533,2023-05-26,-0.74
1534,2023-06-02,-0.81
1535,2023-06-09,-0.84
1536,2023-06-16,-0.93
1537,2023-06-23,-0.97
1538,2023-06-30,-1.06
1539,2023-07-07,-0.88
1540,2023-07-14,-0.91
1541,2023-07-21,-0.98
1542,2023-07-28,-0.91
1543,2023-08-04,-0.73
1544,2023-08-11,-0.73
1545,2023-08-18,-0.66
1546,2023-08-25,-0.78
1547,2023-09-01,-0.69
1548,2023-09-08,-0.72
1549,2023-09-15,-0.69
1550,2023-09-22,-0.66
1551,2023-09-29,-0.44
1552,2023-10-06,-0.3
1553,2023-10-13,-0.41
1554,2023-10-20,-0.14
1555,2023-10-27,-0.15
1556,2023-11-03,-0.26
1557,2023-11-10,-0.43
1558,2023-11-17,-0.44
1559,2023-11-24,-0.45
1560,2023-12-01,-0.34
1561,2023-12-08,-0.48
1562,2023-12-15,-0.53
1563,2023-12-22,-0.41
1564,2023-12-29,-0.35
